Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Pfr_ID,AV,Team,Round,Pick,YardsfromScrimmage,CareerLength
Kris Jenkins,DT,77,318,5.19,31,33,108,7.85,4.4,2001,JenkKr00,39,Panthers,2,44,,
Doug Free,OT,78,324,5.19,30,22,111,7.38,4.53,2007,FreeDo20,12,Cowboys,4,122,,
J.D. Walton,C,75,300,5.19,27,24,101,7.6,4.69,2010,WaltJ.20,16,Broncos,3,80,,
Andrew Datko,OT,78,315,5.19,29.5,,100,7.71,4.54,2012,DatkAn00,0,Packers,7,241,,
Kyle Murphy,OT,78,305,5.19,,23,,,,2016,MurpKy00,2,Packers,6,200,,
Ted Larsen,C,75,304,5.19,24,26,96,7.81,4.66,2010,LarsTe20,15,Patriots,6,205,,
Vincent Valentine,DT,76,329,5.19,29,17,110,8.03,4.59,2016,ValeVi00,3,Patriots,3,96,,
LeCharles Bentley,C,74,299,5.19,25.5,,103,7.85,4.54,2002,BentLe00,25,Saints,2,44,,
Dalvin Tomlinson,DT,75,310,5.19,27,,110,7.68,4.59,2017,TomlDa00,7,Giants,2,55,,
Kenrick Ellis,DT,77,346,5.19,,26,,,,2011,ElliKe01,8,Jets,3,94,,
Jarvis Harrison,OG,76,330,5.19,29.5,26,102,7.51,4.62,2015,HarrJa02,0,Jets,5,152,,
Tony Bergstrom,OT,77,313,5.19,29.5,32,101,7.95,4.84,2012,BergTo00,3,Raiders,3,95,,
Isaac Seumalo,OG,76,303,5.19,26,,105,7.4,4.52,2016,SeumIs00,4,Eagles,3,79,,
A.Q. Shipley,C,73,304,5.19,31,33,100,7.46,4.4,2009,ShipA.20,11,Steelers,7,226,,
Colin Holba,LS,76,248,5.19,28,,115,,,2017,HolbCo00,0,Steelers,6,213,,
Ricky Jean-Francois,DT,75,295,5.19,26,25,93,,,2009,JeanRi99,3,49ers,7,244,,
Justin Britt,OT,78,325,5.19,27.5,23,100,8.14,4.69,2014,BritJu00,25,Seahawks,2,64,,
Rob Riti,C,74,293,5.19,29.5,17,106,,,2000,,0,,,,,
Gene Mruczkowski,C,75,297,5.19,,28,,,,2003,MrucGe20,2,,,,,
Robert Brannon,DT,76,309,5.19,28.5,28,99,7.82,4.7,2000,,0,,,,,
Sir Henry Anderson,DT,76,306,5.19,28.5,27,100,7.69,4.55,2006,,0,,,,,
J.T. Surratt,DT,73,304,5.19,30,29,106,7.78,4.71,2015,SurrJ.00,0,,,,,
Terrance Beadles,OG,75,312,5.19,,29,,,,2000,,0,,,,,
James Brown,OG,75,306,5.19,25.5,24,102,7.7,4.78,2012,BrowJa02,2,,,,,
Ryan Groy,OG,77,316,5.19,26.5,26,108,7.49,4.47,2014,GroyRy00,5,,,,,
Chris Colmer,OT,77,310,5.19,,,,,,2005,,0,,,,,
Dan Connolly,OT,76,311,5.19,28.5,22,108,7.65,4.54,2005,ConnDa21,3,,,,,
Herb Taylor,OT,76,296,5.19,27,26,100,7.78,4.64,2007,,0,,,,,
Takoby Cofield,OT,76,310,5.19,30,23,101,8.09,4.79,2015,,0,,,,,
Aubrayo Franklin,DT,73,307,5.2,27,,100,,4.79,2003,FranAu20,3,Ravens,5,146,,
Ronnie Stanley,OT,78,312,5.2,28.5,,,8.03,4.9,2016,StanRo00,14,Ravens,1,6,,
Chris Weinke,QB,76,226,5.2,,,,,,2001,WeinCh00,7,Panthers,4,106,,
Mike Gandy,OG,76,305,5.2,30.5,,103,8.03,4.71,2001,GandMi20,11,Bears,3,68,,
Matthias Askew,DT,77,308,5.2,27,20,101,7.55,4.42,2004,AskeMa20,0,Bengals,4,114,,
Brandon Thompson,DT,74,314,5.2,31,35,100,7.97,4.71,2012,ThomBr01,6,Bengals,3,93,,
Ahtyba Rubin,DT,75,315,5.2,28,35,106,8.05,5,2008,RubiAh99,12,Browns,6,190,,
Sam Young,OT,80,316,5.2,29.5,29,104,7.73,4.87,2010,YounSa21,3,Cowboys,6,179,,
A'Shawn Robinson,DT,76,307,5.2,26,22,106,7.8,4.74,2016,RobiAS00,11,Lions,2,46,,
Breno Giacomini,OT,79,303,5.2,22.5,23,108,7.56,4.63,2008,GiacBr20,12,Packers,5,150,,
Bryan Bulaga,OT,77,314,5.2,27.5,26,98,7.7,4.75,2010,BulaBr20,22,Packers,1,23,,
Ben Ijalana,OG,76,317,5.2,,,,,,2011,IjalBe00,0,Colts,2,49,,
Maurice Williams,OT,77,304,5.2,,24,,,,2001,WillMa25,17,Jaguars,2,43,,
Nick Hardwick,C,75,295,5.2,34,27,108,7.72,4.55,2004,HardNi55,30,Chargers,3,66,,
Wesley Britt,OT,80,314,5.2,,24,,,,2005,BritWe20,3,Chargers,5,164,,
Jimmy Kennedy,DT,76,322,5.2,,,,,,2003,KennJi21,7,Rams,1,12,,
Fenuki Tupou,OT,77,314,5.2,25.5,24,94,8.33,5.02,2009,TupoFe20,0,Eagles,5,159,,
Kwame Harris,OT,79,310,5.2,35.5,,107,7.98,4.65,2003,HarrKw20,12,49ers,1,26,,
Mark Glowinski,OG,76,307,5.2,29.5,31,113,7.56,4.58,2015,GlowMa00,9,Seahawks,4,134,,
Ryan Plackemeier,P,75,253,5.2,,,,,,2006,PlacRy20,5,Seahawks,7,239,,
Jeb Terry,OG,77,313,5.2,29,27,105,8.03,4.98,2004,TerrJe20,2,Buccaneers,5,146,,
Durant Brooks,P,72,204,5.2,,,,,,2008,BrooDu20,0,Football Team,6,168,,
Todd Husak,QB,75,216,5.2,27.5,,99,7.17,4.41,2000,HusaTo20,0,Football Team,6,202,,
John Saint Clair,C,77,302,5.2,,25,,,,2000,,0,,,,,
Antoine Mirambeau,C,75,299,5.2,,,,,,2003,,0,,,,,
Brett Romberg,C,74,295,5.2,27.5,27,99,8.16,4.65,2003,RombBr20,8,,,,,
Scott Stephenson,C,75,297,5.2,29.5,21,99,7.62,4.57,2007,,0,,,,,
Robby Felix,C,75,302,5.2,29,33,97,7.96,4.73,2009,,0,,,,,
Joe Madsen,C,75,310,5.2,25,25,98,7.6,4.83,2013,,0,,,,,
Marcus Dixon,DE,76,292,5.2,26,21,111,7.58,4.67,2008,DixoMa00,7,,,,,
Keith Jackson-01,DT,76,319,5.2,,28,,,,2000,,0,,,,,
Larry Brown,DT,75,297,5.2,27,22,108,7.67,4.81,2007,,0,,,,,
Colby Gossett,OG,77,311,5.2,25,32,103,7.6,4.83,2018,,0,,,,,
Al Jackson,OG,75,304,5.2,,19,,,,2000,,0,,,,,
Andy Vincent,OG,76,306,5.2,28.5,14,108,7.54,4.42,2000,,0,,,,,
Brent McCaffrey,OG,76,282,5.2,,,,,,2001,,0,,,,,
Anthony Herrera,OG,74,315,5.2,,,,,,2004,HerrAn20,8,,,,,
Darrell Greene,OG,75,321,5.2,21.5,28,98,8.07,4.98,2016,GreeDa02,0,,,,,
Andrew Carnahan,OT,79,306,5.2,,22,,,,2007,,0,,,,,
Mike Otto,OT,77,308,5.2,26.5,20,105,7.62,4.67,2007,,0,,,,,
Nick Becton,OT,77,323,5.2,29.5,19,109,7.77,4.57,2013,BectNi00,0,,,,,
Braden Brown,OT,77,310,5.2,28,26,100,7.43,4.7,2013,BrowBr03,0,,,,,
Casey Roussel,P,73,219,5.2,,,,,,2002,,0,,,,,
Joe Hawley,C,75,297,5.21,26,35,105,7.5,4.73,2010,HawlJo20,10,Falcons,4,117,,
Cedric Woodard,DT,74,290,5.21,30.5,23,109,,,2000,WoodCe20,8,Ravens,6,191,,
Lauvale Sape,DT,74,297,5.21,31.5,,111,7.73,4.72,2003,SapeLa20,1,Bills,6,187,,
Geoff Hangartner,C,77,301,5.21,28.5,26,103,7.62,4.52,2005,HangGe20,9,Panthers,5,169,,
Levi Jones,OT,77,304,5.21,,,103,,,2002,JoneLe23,25,Bengals,1,10,,
Anthony Castonzo,OT,79,311,5.21,29.5,28,105,7.25,4.4,2011,CastAn00,20,Colts,1,22,,
Rodger Saffold,OT,77,316,5.21,29.5,27,113,7.42,4.67,2010,SaffRo20,13,Rams,2,33,,
John Jenkins,DT,76,346,5.21,,30,,,,2013,JenkJo00,10,Saints,3,82,,
Charles Brown-01,OT,77,303,5.21,31.5,21,,,,2010,BrowCh28,7,Saints,2,64,,
James Brewer,OT,78,323,5.21,26,25,100,7.84,4.81,2011,BrewJa00,4,Giants,4,117,,
Vladimir Ducasse,OT,76,332,5.21,26,29,91,8.25,4.97,2010,DucaVl20,0,Jets,2,61,,
Trenton Brown,OG,80,355,5.21,23.5,20,97,8.23,4.78,2015,BrowTr02,13,49ers,7,244,,
Chris Spencer,C,75,309,5.21,32,26,105,8.06,4.59,2005,SpenCh21,15,Seahawks,1,26,,
Craig Terrill,DT,74,290,5.21,26.5,28,100,7.39,4.1,2004,TerrCr20,3,Seahawks,6,189,,
Jarran Reed,DT,75,307,5.21,31,,104,7.77,4.75,2016,ReedJa02,10,Seahawks,2,49,,
Josh Mauro,DE,78,271,5.21,32,21,116,7.43,4.51,2014,MaurJo00,12,,,,,
Lorenzo Washington,DT,76,291,5.21,30,25,107,7.4,4.68,2010,,0,,,,,
Ian Williams,DT,73,319,5.21,28.5,31,98,,4.78,2011,WillIa00,1,,,,,
Ellis McCarthy,DT,77,338,5.21,32,24,109,8.16,5.07,2015,McCaEl00,0,,,,,
Harrison Phillips,DT,76,307,5.21,32,42,103,7.28,4.5,2018,PhilHa00,0,,,,,
Emmett Cleary,OT,79,316,5.21,28.5,24,108,7.81,4.7,2013,CleaEm01,2,,,,,
Tyler Johnstone,OT,77,301,5.21,30.5,24,104,7.31,4.6,2016,JohnTy01,0,,,,,
Jermaine Eluemunor,OG,76,332,5.22,,34,,,,2017,ElueJe00,2,Ravens,5,159,,
Kelechi Osemele,OT,77,333,5.22,26.5,32,104,7.91,4.87,2012,OsemKe00,18,Ravens,2,60,,
Alex Lewis-02,OT,78,312,5.22,29.5,27,100,7.94,4.72,2016,LewiAl01,3,Ravens,4,130,,
Shawn Lauvao,OG,75,315,5.22,26.5,33,101,7.56,4.51,2010,LauvSh20,14,Browns,3,92,,
Zack Martin,OG,76,308,5.22,28,29,106,7.65,4.59,2014,MartZa00,35,Cowboys,1,16,,
Nick Martin,C,76,299,5.22,28,28,97,7.57,4.72,2016,MartNi00,6,Texans,2,50,,
Chester Pitts,OT,76,320,5.22,30,,106,7.84,4.81,2002,PittCh20,19,Texans,2,50,,
Jamey Richard,C,77,295,5.22,26.5,22,107,7.58,4.69,2008,RichJa20,9,Colts,7,236,,
Jason Thomas,OG,75,300,5.22,29.5,23,100,7.99,,2000,ThomJa20,1,Chargers,7,222,,
Louis Vasquez,OG,77,333,5.22,,39,,,,2009,VasqLo20,23,Chargers,3,78,,
Todd Wade,OT,80,326,5.22,27.5,29,101,7.68,4.68,2000,WadeTo20,26,Dolphins,2,53,,
Jake Long,OT,79,313,5.22,27.5,37,102,7.44,4.73,2008,LongJa20,36,Dolphins,1,1,,
Brandon Doughty,QB,75,213,5.22,27,,103,7.49,4.52,2016,DougBr00,0,Dolphins,7,223,,
Carl Nicks,OT,77,341,5.22,25.5,31,109,7.91,4.68,2008,NickCa20,33,Saints,5,164,,
Brian Winters,OG,76,320,5.22,,9,,,,2013,WintBr00,11,Jets,3,72,,
Brandon Shell,OT,77,324,5.22,30.5,22,112,,,2016,ShelBr00,7,Jets,5,158,,
Eric Heitmann,OG,76,305,5.22,28,33,103,7.56,4.6,2002,HeitEr20,17,49ers,7,239,,
John Theus,OT,78,313,5.22,28,,103,7.9,4.78,2016,TheuJo00,1,49ers,5,145,,
James Carpenter,OT,76,321,5.22,,23,,,,2011,CarpJa00,14,Seahawks,1,25,,
Jacob Bell,OG,77,302,5.22,,26,,,,2004,BellJa20,14,Titans,5,138,,
Mike Brewster,C,76,312,5.22,25,29,96,7.73,4.6,2012,BrewMi00,5,,,,,
D.J. Cooper,DT,75,277,5.22,28,,108,7.41,4.49,2000,,0,,,,,
Colin Cole,DT,74,309,5.22,31,29,103,7.85,4.75,2003,ColeCo20,7,,,,,
Adrian Taylor,DT,75,311,5.22,,34,,,,2011,TaylAd00,0,,,,,
Braden Smith,OG,78,315,5.22,33.5,35,113,,4.77,2018,SmitBr06,0,,,,,
Shannon Money,OG,75,295,5.22,33.5,25,107,,,2002,,0,,,,,
Leon Robinson,OG,76,314,5.22,36,22,109,8.27,4.76,2005,,0,,,,,
Kareem Marshall,OT,77,359,5.22,27.5,,92,,,2003,,0,,,,,
Tala Esera,OT,75,312,5.22,,,,,,2007,,0,,,,,
Cornelius Lewis,OT,75,332,5.22,24.5,29,90,,,2009,,0,,,,,
Jaryd Jones-Smith,OT,78,317,5.22,27,16,109,8.1,4.94,2018,,0,,,,,
Justin Coleman-01,QB,76,238,5.22,29.5,,101,7.78,4.62,2001,,0,,,,,
Hunter Cantwell,QB,76,235,5.22,26,,99,7.4,4.59,2009,CantHu00,0,,,,,
Casey Rabach,C,76,298,5.23,,19,,,,2001,RabaCa20,9,Ravens,3,92,,
Marcus Thomas-01,DT,75,314,5.23,,27,,,,2007,ThomMa99,8,Broncos,4,121,,
Seth Olsen,OG,77,306,5.23,24.5,23,90,7.59,4.7,2009,OlseSe20,3,Broncos,4,132,,
George Foster,OT,77,338,5.23,27,,100,,,2003,FostGe20,18,Broncos,1,20,,
Taylor Decker,OT,79,310,5.23,29,20,101,7.7,4.76,2016,DeckTa00,14,Lions,1,16,,
Montori Hughes,DT,76,329,5.23,26.5,22,104,7.85,4.7,2013,HughMo00,2,Colts,5,139,,
Eric Downing,DT,75,302,5.23,,27,,,,2001,DownEr20,7,Chiefs,3,75,,
Scott Tercero,OG,76,303,5.23,28.5,25,103,7.81,4.51,2003,TercSc20,2,Rams,6,184,,
Laremy Tunsil,OT,77,310,5.23,,,,,,2016,TunsLa00,12,Dolphins,1,13,,
Adam Bisnowaty,OT,78,304,5.23,29.5,23,96,8.02,4.94,2017,BisnAd00,0,Giants,6,200,,
Anttaj Hawthorne,DT,75,321,5.23,27,21,100,8,4.69,2005,HawtAn20,1,Raiders,6,175,,
Trey Darilek,OG,76,301,5.23,28.5,22,110,7.85,4.61,2004,DariTr20,1,Eagles,4,131,,
Jerald Hawkins,OT,78,305,5.23,23.5,23,100,8.19,4.89,2016,HawkJe00,1,Steelers,4,123,,
Jordan Hill,DT,73,303,5.23,22.5,28,103,7.49,4.51,2013,HillJo01,6,Seahawks,3,87,,
Mason Cole,C,76,307,5.23,23.5,23,104,7.77,4.78,2018,ColeMa02,0,,,,,
Damion Square,DE,74,293,5.23,,,,,,2013,SquaDa00,2,,,,,
Sterling Bailey,DE,76,285,5.23,30,20,111,7.46,4.73,2016,,0,,,,,
Steve Herndon,OG,76,297,5.23,,,,,,2000,HernSt20,8,,,,,
Chad Ward,OG,76,321,5.23,32.5,26,99,7.98,4.9,2001,,0,,,,,
Ronald Leary,OG,75,315,5.23,29,30,104,7.87,4.91,2012,LearRo00,15,,,,,
Erik Austell,OG,75,301,5.23,27.5,24,107,8.13,4.9,2017,,0,,,,,
Reggie Coleman,OT,77,301,5.23,29,,103,7.84,4.88,2002,,0,,,,,
Tim Provost,OT,77,301,5.23,28.5,21,102,8.38,4.7,2003,,0,,,,,
Jimmy Martin,OT,77,303,5.23,31,25,101,,,2006,,0,,,,,
William Robinson,OT,77,297,5.23,19.5,22,,,,2008,RobiWi20,1,,,,,
Dustin Waldron,OT,77,305,5.23,26,29,103,7.93,4.75,2012,WaldDu00,0,,,,,
Xavier Nixon,OT,78,321,5.23,,,,,,2013,NixoXa00,2,,,,,
Tyrell Crosby,OT,77,309,5.23,30,17,105,7.89,4.77,2018,CrosTy00,0,,,,,
Demetrin Veal,DE,74,288,5.24,,26,111,,,2003,VealDe20,4,Falcons,7,238,,
Bernard Robertson,OG,75,308,5.24,30,19,106,8.06,4.58,2001,RobeBe20,3,Bears,5,138,,
Max Garcia,C,76,309,5.24,,,,,,2015,GarcMa00,15,Broncos,4,133,,
Manny Ramirez,OG,75,326,5.24,,40,,,,2007,RamiMa20,6,Lions,4,117,,
Corey Linsley,C,75,296,5.24,27,36,,,,2014,LinsCo00,21,Packers,5,161,,
Antoine Caldwell,C,75,309,5.24,28,23,111,7.96,5.04,2009,CaldAn20,9,Texans,3,77,,
Kyle Fuller-02,C,77,307,5.24,26,23,96,7.71,4.84,2017,FullKy01,1,Texans,7,243,,
Steve Justice,C,75,293,5.24,21,23,98,7.4,4.58,2008,JustSt20,1,Colts,6,201,,
Rick DeMulling,OG,76,307,5.24,31.5,32,108,7.62,4.6,2001,DeMuRi20,19,Colts,7,220,,
Justin Anderson,OT,76,335,5.24,27,32,101,8.04,4.99,2012,AndeJu00,0,Colts,7,208,,
Dan Feeney,OG,76,305,5.24,28,26,101,7.52,4.68,2017,FeenDa00,5,Chargers,3,71,,
Tanzel Smart,DT,73,296,5.24,27,22,105,7.53,4.57,2017,SmarTa00,3,Rams,6,189,,
Samson Satele,C,75,300,5.24,33,25,101,7.47,4.29,2007,SateSa20,20,Dolphins,2,60,,
Kenny Smith,DT,75,299,5.24,30,,100,8,4.8,2001,SmitKe23,8,Saints,3,81,,
Ronald Fields,DT,74,313,5.24,27,,102,8.01,4.68,2005,FielRo20,5,49ers,5,137,,
Mike Iupati,OG,77,331,5.24,27.5,27,92,7.85,4.93,2010,IupaMi20,30,49ers,1,17,,
Patrick Ramsey,QB,74,219,5.24,33.5,,112,7.12,4.09,2002,RamsPa00,13,Football Team,1,32,,
Marvin Philip,C,73,307,5.24,27,27,96,7.85,4.69,2006,,0,,,,,
Coleman Shelton,C,75,292,5.24,26.5,,110,7.62,4.59,2018,ShelCo00,0,,,,,
Anthony Johnson,DT,74,308,5.24,24.5,20,102,7.93,4.83,2014,JohnAn04,2,,,,,
Wyatt Teller,OG,76,314,5.24,29,30,114,7.45,4.84,2018,TellWy00,0,,,,,
Nile Lawrence-Stample,DT,73,320,5.24,,,,,,2016,LawrNi01,0,,,,,
Michael Keathley,OG,76,308,5.24,32.5,28,,,,2001,KeatMi20,5,,,,,
Ulish Booker,OT,78,304,5.24,,,,,,2003,,0,,,,,
Rogers Gaines,OT,78,334,5.24,23,28,,,5.24,2013,GainRo01,0,,,,,
Rod Taylor,OT,75,320,5.24,30.5,,99,,,2018,,0,,,,,
Charles Leno,OG,76,303,5.25,29,21,108,7.57,4.4,2014,LenoCh00,16,Bears,7,246,,
Kory Lichtensteiger,C,74,298,5.25,23,,104,7.6,4.56,2008,LichKo20,8,Broncos,4,108,,
Eric Olsen,C,76,306,5.25,29.5,35,93,7.5,4.82,2010,OlseEr20,3,Broncos,6,183,,
Monsanto Pope,DT,75,295,5.25,,,,,,2002,PopeMo20,14,Broncos,7,231,,
Charles Spencer,OG,77,352,5.25,,30,,,,2006,SpenCh20,1,Texans,3,65,,
Jerrell Powe,DT,74,335,5.25,25,27,93,8.17,5.06,2011,PoweJe00,1,Chiefs,6,199,,
Brett Williams,OT,77,321,5.25,27.5,,99,8.57,5.01,2003,WillBr21,0,Chiefs,4,113,,
Jamil Douglas,OG,76,304,5.25,29,28,99,7.99,4.75,2015,DougJa00,3,Dolphins,4,114,,
Shamar Stephen,DT,77,309,5.25,30.5,25,103,,,2014,StepSh00,12,Vikings,7,220,,
Jahri Evans,OT,76,316,5.25,27,20,95,7.97,4.8,2006,EvanJa21,28,Saints,4,108,,
Eric Herman,OG,76,320,5.25,28,36,95,7.99,5.09,2013,HermEr00,0,Giants,7,225,,
Maurkice Pouncey,C,76,304,5.25,,,95,7.74,4.92,2010,PounMa20,36,Steelers,1,18,,
Kendrick Clancy,DT,73,283,5.25,27.5,25,108,7.98,4.65,2000,ClanKe20,4,Steelers,3,72,,
Casey Hampton,DT,73,314,5.25,,34,,,,2001,HampCa00,23,Steelers,1,19,,
Leterrius Walton,DT,77,319,5.25,27,25,103,7.91,4.78,2015,WaltLe00,3,Steelers,6,199,,
Kraig Urbik,OG,77,328,5.25,24,29,94,7.87,4.89,2009,UrbiKr20,14,Steelers,3,79,,
Rob Sims,OG,75,307,5.25,,27,,,,2006,SimsRo20,10,Seahawks,4,128,,
Kadeem Edwards,OG,76,313,5.25,27,26,99,7.95,4.82,2014,EdwaKa00,0,Buccaneers,5,143,,
Jeremy Trueblood,OT,80,316,5.25,27.5,20,96,7.82,4.68,2006,TrueJe20,19,Buccaneers,2,59,,
David Stewart,OT,78,314,5.25,,24,,,,2005,StewDa21,23,Titans,4,113,,
Jeff McCurley,C,76,280,5.25,,,,,,2001,,0,,,,,
Toby Cecil,C,76,297,5.25,,19,85,8.31,4.98,2004,,0,,,,,
B.J. Finney,C,76,318,5.25,24,20,99,,4.76,2015,,0,,,,,
Kader Drame,DT,77,290,5.25,30.5,17,108,8.12,,2006,,0,,,,,
Cedric Thornton,DT,75,309,5.25,27,23,101,7.7,4.71,2011,ThorCe00,17,,,,,
Kendrick Norton,DT,75,314,5.25,,30,,,,2018,NortKe01,0,,,,,
Seth Marler,K,73,195,5.25,,,,,,2003,marleset01,-1,,,,,
Dave Teggart,K,72,201,5.25,,,,,,2012,,0,,,,,
Ryan Johanningmeier,OG,78,310,5.25,29,,107,7.9,4.66,2000,,0,,,,,
Jeff Chase,OG,75,303,5.25,,27,,,,2001,,0,,,,,
Roger Allen,OG,75,326,5.25,,,,,,2009,AlleRo20,0,,,,,
Chris Barker,OG,75,305,5.25,27.5,29,99,8.09,4.77,2013,BarkCh00,0,,,,,
Tony Washington-01,OT,78,311,5.25,29.5,33,114,7.52,4.84,2010,WashTo00,0,,,,,
Jordan Devey,OT,79,317,5.25,24,21,98,7.91,4.77,2013,DeveJo00,7,,,,,
Nick Leckey,C,75,290,5.26,27,18,97,7.71,4.47,2004,LeckNi20,10,Cardinals,6,167,,
Mao Tosi,DT,77,310,5.26,28.5,19,99,7.72,4.6,2000,TosiMa20,4,Cardinals,5,136,,
Nate Potter,OT,78,303,5.26,28.5,22,100,7.49,4.67,2012,PottNa00,3,Cardinals,7,221,,
Dave Zastudil,P,75,222,5.26,,,,,,2002,ZastDa20,5,Ravens,4,112,,
Dylan McFarland,OT,78,304,5.26,27.5,31,98,,,2004,McFaDy20,0,Bills,7,207,,
Bruce Nelson,C,77,301,5.26,,21,,,,2003,NelsBr20,1,Panthers,2,50,,
Ben Hamilton,C,77,303,5.26,33.5,17,106,7.62,4.62,2001,HamiBe20,27,Broncos,4,113,,
Parker Ehinger,OT,78,310,5.26,27.5,,97,,,2016,EhinPa00,3,Chiefs,4,105,,
Ja'Wuan James,OT,78,311,5.26,29,22,103,7.42,4.56,2014,JameJa01,20,Dolphins,1,19,,
Brandon Fields,P,77,239,5.26,,,,,,2007,FielBr20,7,Dolphins,7,225,,
Marcus Cannon,OT,77,358,5.26,30.5,33,105,8.07,4.97,2011,CannMa00,6,Patriots,5,138,,
Sedrick Ellis,DT,72,309,5.26,26.5,34,105,7.78,4.73,2008,ElliSe99,19,Saints,1,7,,
David Diehl,OG,78,310,5.26,28,22,96,8.1,4.97,2003,DiehDa21,22,Giants,5,160,,
Matt Slauson,OG,77,316,5.26,34,,110,7.86,4.86,2009,SlauMa20,16,Jets,6,193,,
Langston Walker,OT,80,344,5.26,28.5,21,102,8.09,4.95,2002,WalkLa20,8,Raiders,2,53,,
Bobbie Williams,OT,76,332,5.26,29,28,97,7.78,4.72,2000,WillBo21,8,Eagles,2,61,,
Halapoulivaati Vaitai,OT,78,320,5.26,29,23,113,8.26,5,2016,VaitHa00,8,Eagles,5,164,,
Max Unger,C,77,309,5.26,24.5,22,93,7.39,4.5,2009,UngeMa20,13,Seahawks,2,49,,
Brandon Moore-02,DT,75,293,5.26,25.5,32,96,7.84,4.64,2002,MoorBr20,13,,,,,
Robert Thomas-02,DT,73,327,5.26,,32,,,,2014,ThomRo04,1,,,,,
Pete Campion,OG,76,307,5.26,25.5,30,88,7.96,4.81,2002,,0,,,,,
Broderick Lancaster,OG,76,310,5.26,,14,,,,2002,,0,,,,,
Travis Bright,OG,76,321,5.26,35.5,34,108,7.75,4.72,2009,,0,,,,,
Jason Jimenez,OT,79,311,5.26,30,18,96,8.47,4.69,2003,,0,,,,,
Rob Crisp,OT,79,301,5.26,32.5,26,107,8.07,4.6,2015,,0,,,,,
Will Richardson,OT,78,306,5.26,31.5,,108,7.8,4.83,2018,RichWi01,0,,,,,
Jeff Mathews,QB,76,223,5.26,25.5,,105,7.14,4.36,2014,,0,,,,,
Gabe Watson,DT,75,339,5.27,25,36,96,8.28,4.8,2006,WatsGa20,10,Cardinals,4,107,,
Dorian Johnson,OG,77,300,5.27,30,21,114,8.39,5.09,2017,JohnDo03,0,Cardinals,4,115,,
Brandon Keith,OT,77,343,5.27,26,31,,,,2008,KeitBr20,8,Cardinals,7,225,,
Andrew Jackson-01,OG,77,299,5.27,28,25,98,7.55,4.65,2011,JackAn00,0,Falcons,7,210,,
David Hale,OT,78,314,5.27,26,25,100,7.69,4.75,2008,HaleDa22,1,Ravens,4,133,,
Marc Colombo,OT,80,313,5.27,29.5,30,101,7.65,4.6,2002,ColoMa20,3,Bears,1,29,,
Domata Peko,DT,75,307,5.27,28.5,25,103,7.69,4.49,2006,PekoDo20,16,Bengals,4,123,,
Babatunde Oshinowo,DT,74,304,5.27,32,33,105,7.87,4.54,2006,OshiBa20,0,Browns,6,181,,
Spencer Drango,OT,78,315,5.27,27,30,100,7.88,4.66,2016,DranSp00,9,Browns,5,168,,
Brennan Williams,OT,78,318,5.27,,,,,,2013,WillBr03,0,Texans,3,89,,
Rodney Hudson,C,74,299,5.27,25.5,27,95,8.03,4.96,2011,HudsRo00,9,Chiefs,2,55,,
Sam Tevi,OT,77,311,5.27,26,15,107,7.84,4.6,2017,TeviSa00,2,Chargers,6,190,,
Davon Gaudchaux,DT,75,310,5.27,,18,,,,2017,GodcDa00,3,Dolphins,5,178,,
Jonathan Martin,OT,77,312,5.27,,,,,,2012,MartJo01,15,Dolphins,2,42,,
Travis Bond,OG,78,329,5.27,22.5,22,98,7.85,4.96,2013,BondTr00,0,Vikings,7,214,,
Alan Harper,DT,74,295,5.27,30.5,,104,,4.64,2002,HarpAl20,1,Jets,4,121,,
Justin Ellis,DT,73,334,5.27,28,25,92,7.81,4.75,2014,ElliJu01,13,Raiders,4,107,,
Mike Gibson,OG,75,305,5.27,27,31,110,7.21,4.64,2008,GibsMi20,3,Eagles,6,184,,
Chukky Okobi,C,73,316,5.27,32.5,24,103,7.87,4.61,2001,OkobCh20,4,Steelers,5,146,,
Orien Harris,DT,75,301,5.27,,25,,,,2006,HarrOr20,2,Steelers,4,133,,
Germain Ifedi,OT,78,324,5.27,32.5,24,109,,4.75,2016,IfedGe00,13,Seahawks,1,31,,
Donovan Smith,OT,78,338,5.27,32,26,109,7.95,4.79,2015,SmitDo02,24,Buccaneers,2,34,,
Colby Whitlock,DT,74,302,5.27,30.5,25,105,7.73,4.75,2011,,0,,,,,
Joseph Cheek,OG,78,295,5.27,,20,,,,2016,,0,,,,,
Matt Reynolds,OT,76,302,5.27,,25,,,,2012,ReynMa00,0,,,,,
Trevor Canfield,OG,76,307,5.28,,29,,,,2009,CanfTr20,0,Cardinals,7,254,,
Kynan Forney,OG,74,312,5.28,27,23,97,8.56,4.7,2001,FornKy20,19,Falcons,7,219,,
Michael Thompson,OT,76,305,5.28,26,16,104,7.99,4.73,2000,ThomMi20,3,Falcons,4,100,,
Sione Fua,DT,73,308,5.28,24,30,101,7.54,4.54,2011,FuaxSi00,4,Panthers,3,97,,
Eddie Goldman,DT,76,336,5.28,,,,,,2015,GoldEd00,16,Bears,2,39,,
Clint Boling,OG,77,308,5.28,31,28,102,7.66,4.64,2011,BoliCl00,14,Bengals,4,101,,
Andre Smith-01,OT,76,332,5.28,,,,,,2009,SmitAn23,11,Bengals,1,6,,
